,Label,ID,Texte
2035,H,1006677187360165890,@MeemoOzdmr @clafin67 @aliiicinaar @FKalabey @EkemenEnes @Beraatkmb @capar_atilla @otayberkan Mais pq raciste tous de suite les grands mots j'ai juste dis votre bouffe etait deg😭😭
2036,N,1006677479111741440,@_mariiec_ les ketur tj dans l’abus 😭
2037,N,1006677524678627337,@pak1ze Grave calme ta famille pak
2038,N,1006677864517947392,@_mariiec_ biensure krkrkrkr
2039,N,1006676372776013825,@_mariiec_ Cest meme pas le quart  la
2040,N,1006676025500209152,@_mariiec_ C’est que une petite partie 😭
2041,N,1006676219650244609,@clafin67 Ramene tous le monde sinon on rigole pas assez
2042,N,1006676580104654849,@_mariiec_ Bon les amis @aliiicinaar @FKalabey  @MeemoOzdmr @EkemenEnes @Beraatkmb @capar_atilla @otayberkan
2043,H,1006676957910708225,@clafin67 @_mariiec_ @aliiicinaar @FKalabey @EkemenEnes @Beraatkmb @capar_atilla @otayberkan bon marie nike bien ta mere et vas dormir wllh rend pas blanc rasciste de merde
2044,N,1006677370542133248,@_mariiec_ @MeemoOzdmr @clafin67 @aliiicinaar @FKalabey @EkemenEnes @Beraatkmb @capar_atilla TG NOTRE BOUFFE EST + BONNE QUE TT TA CUISINE
2045,N,1006677439148371969,@otayberkan @MeemoOzdmr @clafin67 @aliiicinaar @FKalabey @EkemenEnes @Beraatkmb @capar_atilla Chacun son point de vue
2046,N,1006677603753889794,@_mariiec_ @otayberkan @MeemoOzdmr @clafin67 @aliiicinaar @EkemenEnes @Beraatkmb @capar_atilla Non puisque tu bigle j’ai entendu y’a deux point de vue AHAHAHA
2047,N,1006677675963011080,@FKalabey @_mariiec_ @otayberkan @MeemoOzdmr @aliiicinaar @EkemenEnes @Beraatkmb @capar_atilla AHAHAHHAHA
2048,N,1006723330236436486,@clafin67 @FKalabey @_mariiec_ @otayberkan @MeemoOzdmr @aliiicinaar @Beraatkmb @capar_atilla Marie va dm eren c’est le seul turc qui pourra te faire manger qq chose de bon :)
2049,N,1006677553254404098,@_mariiec_ @otayberkan @clafin67 @aliiicinaar @FKalabey @EkemenEnes @Beraatkmb @capar_atilla ton point dvu jle bz moi
2050,N,1006677615967703040,@MeemoOzdmr @otayberkan @clafin67 @aliiicinaar @FKalabey @EkemenEnes @Beraatkmb @capar_atilla Fais toi plaisir
2051,N,1006676661713227777,@clafin67 @aliiicinaar @FKalabey @MeemoOzdmr @EkemenEnes @Beraatkmb @capar_atilla @otayberkan YEEES TOUJOURS PLUS DE TURC
2052,H,1006676751899025408,@_mariiec_ @clafin67 @aliiicinaar @MeemoOzdmr @EkemenEnes @Beraatkmb @capar_atilla @otayberkan Votez le pen
2053,N,1006676730692677638,@_mariiec_ @aliiicinaar @FKalabey @MeemoOzdmr @EkemenEnes @Beraatkmb @capar_atilla @otayberkan Ramène ta clik stp
2054,N,1006676826742247424,@clafin67 @aliiicinaar @FKalabey @MeemoOzdmr @EkemenEnes @Beraatkmb @capar_atilla @otayberkan Jsuis bien solo moi mdr
2055,N,1006676974968999936,@_mariiec_ @clafin67 @aliiicinaar @FKalabey @MeemoOzdmr @EkemenEnes @Beraatkmb @capar_atilla sans pote
2056,N,1006676906681479168,@_mariiec_ @aliiicinaar @FKalabey @MeemoOzdmr @EkemenEnes @Beraatkmb @capar_atilla @otayberkan C ta vie ça
2057,N,1006676997504987136,@clafin67 @aliiicinaar @FKalabey @MeemoOzdmr @EkemenEnes @Beraatkmb @capar_atilla @otayberkan Ui
2058,N,1006676486919729153,@_mariiec_ @clafin67 on est pas là pour rigoler.
2059,N,1006676595359338496,@otayberkan @clafin67 Moi ca me fais rire j'aime bien
2060,N,1006669582671732741,"J'ai pleins de prénoms en tête pr mes enfants deja pr les garçons Gokhan, Furkan, emre, Yusuf et pour les filles Hesna, Aliye, Afra,Ecrin"
2061,N,1006675836681052161,@Ne0138 Pourquoi tout les prénoms on une majuscule et pas Emre ?
2062,N,1006676097679978497,@sosa74100 Mdrrrrr j'avais pas vu c'est claire que celui qui s'appellera Emre il sera moins aimé c'est pr ca 😭
2063,N,1006676459572867072,@Ne0138 Raciste
2064,N,1006676662489141250,@sosa74100 Peut être 😭
2065,N,1006676944560250881,@Ne0138 C’est haram
2066,N,1006677151045832705,@sosa74100 Mdrrrr je vais tous les aimer pareil 😭EMRE Ca te va ? Mdrrr
2067,N,1006677783752388609,@Ne0138 Non juste la majuscule au début suffit. La quand j’ai lu le tweet dans ma tête j’ai crier Emre
2068,N,1006678113642860544,@sosa74100 Emre ecrit comme ca c'est Bon ?
2069,N,1006678270862151680,@Ne0138 Comme ça c’est nickel 👌
2070,N,1006678434435694592,@sosa74100 Mdrrrr je ferais attention la prochaine fois 😭
2071,N,1006555138595676161,@LGMusulman Tu aurais combattu pour la france pdt 14 18 ?
2072,N,1006559685053419521,"@Jlesenpa2 Je vois ou tu veux en venir, tu parle de combattre pour la france moi je dirais plutôt défendre les miens"
2073,N,1006561727876685826,@Jlesenpa2 Oui mes biens sont en France je suis en France et ma famille nombreuse sont français dont pas mal de muslim et non dans se cadre la tu aurais pas pu faire mon takfir. Srx quoi.
2074,N,1006562621661810688,@LGMusulman Attends j'ai un cas concret de l'époque de nabi ahli salat wa salam je te réponds après
2075,N,1006562859810205696,@Jlesenpa2 Ok
2076,N,1006559382925119488,@Jlesenpa2 Si mon courage ne s'éffrite pas face à cette guerre atroce - on ne le sait que le moment venue - oui bien sûr.
2077,N,1006676442351046656,雷撃処分 https://t.co/XqP1PsIp4X
2078,N,1004308926274457600,"Les blancs quand vous allez en Afrique pour des raisons  humanitaires ou touristiques merci de cesser de faire des photos avec des groupes d’enfants/enfant seul, les poster sur les réseaux et écrire des long discours de White savior, ce ne sont pas des trophées paternalistes."
2079,N,1006605631950868480,@NubianAngie Prendre de belles photos d’action humanitaire ça te dérange ? Mais c’est esthétisant ces pratiques humaines qu’on les feras rentrer dans la socialisation des gens et des plus jeunes qui prendront exemple...
2080,N,1006564411828523009,@NubianAngie Ftg toi tu sers à rien
2081,N,1006528111658356736,"@NubianAngie Si un jour ta besoin d'aide, par exemple tu es renversée par une voiture, une personne se propose de t'aider mais elle a un appareil photo ou telephone, tu vas refuser son aide?"
2082,N,1006524996968222720,"@NubianAngie Ahah vous avez entendu les mecs ? Toutes vos actions humanitaires doivent être effectuées dans le silence maintenant, personne ne doit être au courant que vous venez en aide aux plus démunis, faut agir dans l'ombre. Elle s'est cru dans assass"
2083,N,1006514980009775104,@NubianAngie Au pire ...que l’acte soit interessé ou non...c’est l’acte qui compte ...vaut mieux une action interessé que de l’inaction bien pensante ...après c’est mon avis
2084,N,1006497459449802754,"@NubianAngie Vous avez bien raison, on ne devrait plus les aider. Le problème C'est que cela leur donnerait une raison supplémentaire de venir dans notre pays profiter des aides"
2085,N,1006493541676343297,@NubianAngie @missb643 Ah oui ! Effectivement c'est anormal
2086,N,1006486991620460544,"@NubianAngie Se cacher derrière un prétexte pour cracher sa haine raciale, et personne ne le relève. Ce qui la fait chier c'est que des blancs aident des africains, c'est tout"
2087,N,1006480087406047232,"@NubianAngie Trop compliqué mnt sur Twitter de reconnaître les comptes trolls , là j’hésite"
2088,N,1006477121869500416,@NubianAngie Votre injonction est valable quelle que soit notre couleur de peau ou bien seulement pour les blancs ?
2089,N,1006474110388535296,"@NubianAngie ""Aider les gens qui sont dans la misère fionfion je prends des photos pour immortaliser"" je sors un peu du sujet mais c'est un peu de leur faute cette misère"
2090,N,1006465627895271424,@NubianAngie T’as fais quoi pour ces pays toi en attendant à part tweeter et aller regarder black Panther ?
2091,N,1006442544425775104,@NubianAngie Quand je vois des discours comme ça alors qu’à tout les coups a par écrire sur Twitter ça fout rien de sa vie pendant que d’autres font le bien et se font défoncés. vous êtes vraiment ravagés c’est hallucinant (vous c’est ceux qui pense comme
2092,N,1006440972581031936,@NubianAngie  https://t.co/AATwdz5C5I
2093,N,1006600132597551107,@DimeneLyne @gurdilculbriant @NubianAngie Non mais tu comprends comme tu es noire tu dois FORCÉMENT adhérer a tout ce que dise les autres noirs mdr
2094,N,1006432188999589888,@NubianAngie « les blancs » ce qui démontre déjà qu’au fond de toi tu es raciste. Les personnes qui font de l’humanitaire et qui prennent des photos ne font pas pour eux mais bien pour les autres. Pour potentiellement motiver d’autres personnes a se lance
2095,N,1006436788863463425,@aXerJoLegend @NubianAngie Mais quand tu donnes de l'argent à un sdf en France (ce qui est aussi une action humanitaire) est-ce qu'il te vient à l'esprit de le prendre en photo ? Répond honnêtement
2096,N,1006523856759205890,"@Dulceasi @NubianAngie Non, mais il faut faire la part des choses entre donner 2euros à une personne croisé dans la rue en allant chercher ton pain. Et de partir en voyage dans un pays pour aider la population."
2097,N,1006430401357901829,@NubianAngie Je comprend pas pourquoi vous prenez toujours tout mal quand ça vient des blancs. Dites vous qu’ils aident et les enfants n’ont pas l’air contre pour des photos. Un de mes rêves est d’aller en Afrique pour aider des enfants qui en ont besoin 
2098,N,1006421375547035649,"@NubianAngie Putain, mais en vrai on ferait mieux de rester chacun chez soi en vrai. Tout contact entre êtres humains et décidément voué à l'échec. Chacun sa merde, finalement, c'est quand même plus simple."
2099,N,1006413612070686720,@NubianAngie Sérieusement les afrofems vous existeriez pas mais faudrait SURTOUT PAS vous inventer
2100,N,1006413113334403072,@NubianAngie  😑😑😑😑😑😑
2101,N,1006409944596451333,@NubianAngie Il peut très bien y avoir des gens qui prennent des photos pour frimer mais aussi des personnes qui prennent ces mêmes photos pour montrer que dans des régions touchées par la famine les enfants peuvent sourire et arrivent à penser à autre ch
2102,N,1006406189817696256,@NubianAngie @saraysisqueen sujet très délicat
2103,N,1006404283431051265,@NubianAngie Et toi tu fais quoi pour l'Afrique?
2104,N,1006403232745304065,@NubianAngie Tu sais tu peux aller y vivre si tu te sens le besoin d'aider l'Afrique dans sa renaissance
2105,N,1006334841888092160,@NubianAngie  https://t.co/vldhZd3OSX
2106,H,1006325939666595840,@NubianAngie Va l'faire toi olieu dparler fils de viol
2107,H,1006299495888498690,@NubianAngie Faudrait lui mettre un gros tacle à elle nn ?
2108,H,1006292963478163457,@NubianAngie Vs êtes une sorcière
2109,N,1006290387860901889,@NubianAngie Ma parole vous êtes tarés vous voyez le mal partout
2110,N,1006272570696650752,"@NubianAngie Ou alors c'est pour montrer au monde qu'ils existent. Les photos ça sert aussi à ça, témoigner d'une réalité. Dommage que vous ne voyiez pas ça."
2111,N,1006271721677221889,@NubianAngie Par contre si un touriste noir  ce sert de cet enfant ou ce groupe d enfants pour faire le Black savior sa ne vous dérange pas ? Pourquoi s arrêter aux blancs? Pourquoi vouloir toujours nous distingués nous différencier où nous diviser ?
2112,N,1006254236915654656,@NubianAngie Les mecs essaient juste de montrer aussi autres le début du chemin à prendre histoire de contribuer aux actions humanitaires mais même là on trouve encore à redire. C'est incroyable !!! Tu peux plus rien dire rien faire rien penser rien écrir
2113,N,1006246039156936704,"@NubianAngie Darling, j'ai fait plus de 10 ans de SI sur 9 pays... école, logement, latrines...toujours en double équipes arrivant/locaux.. cogestion des budgets et objectifs...échanges culturels (gorée etc.), commerce triangulaire..tes commentaires whith"
2114,N,1006225424232394754,"@NubianAngie Qu’il arrête même de venir faire du soi-disant humanitaire financer par la rigolade aide aux développements de l’état français. Stoppez tout ça,aidez les millions de familles françaises et laisser nous mourir en paix,mais il vous faudra achet"
2115,N,1006222387476684800,"@NubianAngie @JDricsen Surtout que c eux qui créer des famines au bled,leur ONG c juste pour soulager leur conscience,qu’ils paient le bon prix de chaque matière 1ère, tkt pas on va vite remonter, l’Afrique n’est pas pauvre c eux qui l’appauvrissent, l’ai"
2116,N,1006215598362234881,@NubianAngie Mais ça peut aider à sensibiliser...
2117,N,1006214509881589761,@NubianAngie Mais meme si les  boug ils font ça par interet qu es ce qu on s en tape ils les aident non?toi tu reste dans ton canaper a rien foutre. Meme si c est pour s afficher a la fin  les personnes demunis beneficient bien de leur aide donc on  s en 
2118,N,1006214420958236673,@NubianAngie 2/2 prennent des photos souvenir pour inciter les autres a aider ! Vous voyez le mal partout ou y a pas vous préfère quoi que des gens dénonce certaines choses avec des photos ou vidéos ou préféré qu'il ne fasse rien ?
2119,,1006214386682421248,"@NubianAngie les ""noirs"" c'est quand que vous faites de l'humanitaire pour prendre notre relève ... les noirs européens ne se sentent pas concernés?"
2120,N,1006214047480647682,@NubianAngie Pendant ce temps les blancs comme tu dit qui vont les aider y vont vraiment pas comme certains qui rester assis sur leur canapé entrain de regarder la tv et qui critique des blanc qui sauvent des vies et qui pour peut être changer l'avis des 
2121,,1006213458956673025,"@NubianAngie Et nous quand on vient en Afrique, retenez vos gamins qui courent à nous en criant ""cadeaux ! Cadeaux !"". Apprenez leur à travailler pour obtenir quelque chose !"
2122,,1006212891349999616,"@NubianAngie Vous voulez le service à la carte, les ""noirs""?"
2123,N,1006206776461746177,"@NubianAngie Je trouve ce tweet tellement ridicule et sans interêt , qu’il ne mérite pas de s’attarder sur lui , sa se plaint constamment du racisme envers les noirs ... mais là tu fait pas mieux."
2124,N,1006206515328552961,@NubianAngie Si vous voulez pas l’aide des blancs suffit de le dire on peut aussi vous laisser sans rien faire peut être c’est mieux comme ca ? Nimporte quoi. C’est beau de partager des moments de bonheur aussi courts soient ils.
2125,,1006206511817863169,@NubianAngie Bientôt plus personne n'ira en touristes en Afrique puisque L'Afrique est en France 🇫🇷 Quant à l'humanitaire débrouillez vous avec vos dirigeants Dictateurs qui se remplissent les poches et vous affament !! 👎👎😈😈👹
2126,N,1006206395455328256,@NubianAngie Tu ne t’aimes pas.
2127,H,1006202175268286464,"@NubianAngie ""les blancs"" Tu veux une banane salope ?"
2128,,1006201787760742400,"@NubianAngie Si en plus tu es decolonialiste , milite pour que l'Afrique rende à la France tout ce qui a été investi. L'Afrique a une dette éternelle envers l'Europe pour leur avoir apporté la civilisation..."
2129,H,1006200779647193089,"@NubianAngie MDRRRRRR Mais à croire les gens (et pas que les blancs grosse bouffonne) font ça pour faire du mal ko, déjà ils vont dans les pays pour des raisons humanitaires contrairement à certains qui écrivent des trucs comme toi et qui sont pas mieux e"
2130,N,1006197184797270016,@NubianAngie Et hop un déchet à rajouter à ma collection https://t.co/KokFpHzwu6
2131,H,1006196821595709440,@NubianAngie Les renois go insulter drake il a donné de la thune a des gens il en a fait un clip planetaire go l'insulter ce fdp go go hophophop
2132,N,1006196471295856640,"@NubianAngie En même temps mettre les pieds en Afrique :) , en même temps aimer les gosse ...."
2133,N,1006196422289616898,"@NubianAngie C’est tellement triste, parfois je travaille avec des personnes handicapées et a la fin de l’année il arrive de faire une photo en souvenir c’est pas pour autant que mon but est de bien me faire bien voir. Vous mélangez tout."
2134,,1006195613963313153,@NubianAngie Ok on vous laisse vous démerder tous seuls comme des grands. Mais c'est quand même un peu grâce aux blancs que t'as un téléphone portable avec lequel tu peux leur cracher dessus sur twitter.
2135,N,1006188776689995777,"@NubianAngie Et même s'ils le montrent, ça ne retire rien à ce qu'ils ont fait. Les personnes aidées sont gagnantes, les personnes qui ont aidée sont gagnantes, reste les autres, ceux sur les RS qui ne savent que donner leur avis, se concentrent sur le né"
2136,N,1006185136868806656,@NubianAngie ok Rosa Parks 3.0
2137,N,1006176209854763009,"@NubianAngie il n'ya pas que les blancs qui le font il y'a aussi des Noires, des jaunes, des Américains, des Africains, des Asiatique etc... tu peux dénoncer une pratique mais pas besoins de stigmatiser toute une race"
2138,N,1006175091166720000,@NubianAngie @sabsounds oui. c’est vrai.
2139,N,1006173381958553601,"@NubianAngie ""les blancs"" mdrrr"
2140,N,1006169189458079745,@NubianAngie en attendant ils vont dans ton pays le temps que toi tu vas à Marrakech 😂
2141,N,1006168495409848322,@NubianAngie Ok mougadiakadiamatou
2142,N,1006168260138754048,"@NubianAngie Ce qui me fume, c’est les gens qui n’essayent pas de comprendre le tweet correctement ://"
2143,N,1006167493868703744,@NubianAngie Seulement les blancs? Pas les asiatiques ou hispanique par exemple ? C'est pas bien d'exclure les minorités
2144,N,1006163361686605825,@NubianAngie Voila pourquoi je n irais jamais et je donnerais jamais 1 centime à ce continent ! 😉
2145,N,1006159535441137664,@NubianAngie Ces photo elle nous  permette à nous de voir la misère en face que ces enfants on pas tous notre chance de juste boir à notre soif. Mais y en a comme toi qui arrive encore à voir le mal. ton tweet il est con et y’a une tribu de 4095 personne 
2146,N,1006159029620690944,@NubianAngie Si vos président faisaient quelque chose au lieu de flâner avec leur montre en or et leur putes les blanc n’auraient pas besoin d’y allez vous critiquer mais vous avez le cul poser faite mieux dans ces cas là.
2147,N,1006158504053231616,@NubianAngie Lol quand ça vient de personne qui ne mette même pas les pieds dans leur pays. Allez les aider vous dans ces cas là ou laisser les « blanc » le fair a leur manières et taisez vous toujours la à vous victimisez sur tout. On ns montre des souri
2148,N,1006157724978237441,"@NubianAngie Être paternaliste avec un enfant c' est mal, m'voyez...."
2149,H,1006157149024800772,@NubianAngie Et toi tu fais quoi pour l’Afrique espèce de grosse pute ?
2150,N,1006154041259372544,@NubianAngie Complètement ravagé par la drogue
2151,N,1006150758948012032,@NubianAngie Tous les ans la France fait cadeau de la dette Africaine de certains pays africains c'est sûr que vous envoyez pas la couleur puisque vos dirigeants sont bien gros et gras et préfère acheter des immeubles et des châteaux en France alors les l
2152,N,1006150126761598976,@NubianAngie Vous voyez le mal partout c'est affligeant
2153,N,1006149199929503744,@NubianAngie Merci! J'ai eu tellement peur de dire ou mm penser ça dans ma vie
2154,N,1006148552719028229,@NubianAngie Euh c’est les groupes d’enfants qui veulent faire des photos avec toi parce que t’es blanc figure-toi
2155,N,1006147816127942656,"@NubianAngie j'suis fatigué, j'vais même pas prendre la peine de répondre, sauf pour dire que: ""Un trou de ver est, en physique, un objet hypothétique qui relierait deux feuillets distincts ou deux régions distinctes de l'espace-temps et se manifesterait,"
2156,N,1006147714508378112,@NubianAngie Ah genre la y’a 5000 personnes qui sont d’accord avec elle la ? Ah oe chaud wlh
2157,N,1006144670580211712,@NubianAngie Et les pedophiles ils sentent le pate ?
2158,N,1006144133571010560,"@NubianAngie @Massis97113 Et les noirs des US et Canada aussi par la même occasion, copiez pas n'importe quoi"
2159,N,1006143896357875712,"@NubianAngie Si on ne venait pas aider, vous seriez déjà en train de nous le reprocher, au nom de colonisations anciennes que les européens aussi ont vécu (Espagne occupée 5 siècles par les musulmans), mais dont ils se sont relevés SEULS."
2160,,1006142934503383040,"@NubianAngie On va vous laisser vous débrouiller seuls, ok. Puisque vous crachez même sur les gens qui consacrent leur temps et parfois leur vie à aider des enfants dans ces pays. Allez vomir votre haine du blanc ailleurs. Je ne suis pas dupe de votre fau"
2161,N,1006135151389216768,@NubianAngie @JoeBenz94  🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️
2162,N,1006136849511931904,@limsa_94 @NubianAngie Ouais je désapprouve ça fort quand tu fais quelque chose pour l’Afrique il pleure quand tu fais pas il pleure aussi
2163,N,1006133961423286272,@NubianAngie Tu ft tiepe wlh joise ap un pieds ds ton pays mgl tu clc ici
2164,N,1006132356548349952,@NubianAngie Et toi tu y vas en Afrique pour aider ?
2165,N,1006131124203114496,"@NubianAngie du coup les noirs qui vont faire de l'humanitaire, ils ont le droit de prendre des photos eux ?"
2166,N,1006131029722173441,@NubianAngie https://t.co/8KzsqRIyyw
2167,N,1006129817190895644,@NubianAngie  https://t.co/0cTz8qAEYU
2168,H,1006128358369812481,"@NubianAngie Pourquoi vous êtes pas déjà tous là,il y en a encore là-bas ?"
2169,N,1006127791933480960,"@NubianAngie Pourquoi toujours chercher à créer des histoires ou des débats. Sérieusement, si les gens aident il est où le problème? On peut pas parler de l’intention que ces personnes ont sans les connaître. Et on pourra jamais savoir ce qu’il pense. Don"
2170,N,1006124530560045056,@NubianAngie Si j’étais a la place des enfants je m’en blc qu’il me film tant qu’ils m’aident par rapport a d’autres qui passe leur temps à critiquer mais qd il faut agir sa parle Ouzbek. Et surtout voir des photos sa permet de motiver d’autre à agir.
2171,,1006124506774147072,"@NubianAngie C'est pour ça que pour être sûr de ne pas faire du white savior, je les laissent se démerder dans leur merde et rêver du wakanda."
2172,N,1006124117064593409,@NubianAngie Vous vous faites quoi pour votre peuple ? Rien ? Donc laissez leur faire et si ils veulent se prendre en photo et si c’est leur bonheur bah laissez les tranquilles.
2173,N,1006123760813043712,@NubianAngie @SwagPOnA100 Par contre pourquoi les blancs ? Genre si c est un/e noir/e qui fait la même sa pose pas de pb ? Vous aimer trop dicter une bonne conduite aux autres. Et si sa peu éveiller quelques conscience qu ils continue. Vraiment jamais con
2174,N,1006124591733968896,"@MWazzaa @NubianAngie Il suffit d'aller sur Google et taper ""White savior"" c'est pas si dur"
2175,N,1006125297476014080,@SwagPOnA100 @NubianAngie Ta deja vue un blanc qui poste ces photos avec ce hashtag ? Srx les gens qui utilise apres les photos et repost avec ce # sont meme pas concerné.
2176,N,1006125777488891909,@MWazzaa @NubianAngie Mdrr mais renseigne toi d'abord avant d'argumenter car je vois que tu ne maîtrise pas le sujet
2177,N,1006126240745558017,@SwagPOnA100 @NubianAngie Je t'arrête dessuite commence pas a prendre les gens de haut.  Je donne mon avis point t es pas ok c est la même. Je maîtrise je maîtrise pas on s en bas les reins t es pas non plus expert. Merci aurevoir.
2178,,1006123329496010752,@NubianAngie Pourquoi aller en Afrique pour voir des noirs ? Il suffit de faire un tour à la CAF pour en voir plein.
2179,N,1006121852249477120,@NubianAngie Vous êtes ridicule !
2180,N,1006121134578946048,"@NubianAngie Que se soit pour se faire bien voir ou non, qu'est-ce qu'on s'en fout tant que l'aide est effectivement présente, non ?"
2181,H,1006119664639008770,@NubianAngie au pire ntm et accepte l'aide qu'on t'offre
2182,N,1006119402952159232,"@NubianAngie Ou au pire on fait comme toi c'est à dire strictement rien,comme ça pas de remarques bidon"
2183,N,1006117227383394309,@NubianAngie @laury_enna
2184,N,1006122281192566784,"@SeldaBarce @NubianAngie ah bah voilà, merci!"
2185,N,1006116732174467072,"@NubianAngie @turcassian Pendant que certains agissent, t'es sur twitter tu critique ... ferme la serieux"
2186,H,1006115784274391040,@NubianAngie CONNASSE https://t.co/GJiWbtLeqN
2187,N,1006115445148147713,@NubianAngie Dit-elle confortablement installée dans son canapé Ikea devant Netflix
2188,N,1006115305733664768,@NubianAngie Incroyable ce racisme vous en êtes arrivé au point de cracher sur les humanitaires qui aident votre continent d'origine. .. Dans ce cas ne venez pas pleurer le jour où plus personne n'osera venir en Afrique sous peine d'être accusé de racisme
2189,H,1006113084312903680,@NubianAngie Je suis entièrement d'accord avec toi. On devrait vous laisser crever dans votre pays de crasseux 👌
2190,N,1006107109799419904,@NubianAngie Non
2191,H,1006101029476339712,@NubianAngie Et les blancs il te nique ta mère
2192,N,1006098676203376640,"@NubianAngie Le tourisme humanitaire,s'acheter une conscience en payant et prendre des photos pour Tinder."
2193,N,1006098601955745792,@NubianAngie Comme les gens qui se filment entrain de donner à manger à un sdf...
2194,N,1006097549940445184,@NubianAngie Quelle honte ce tweet.  🤢
2195,N,1006095482312159232,@NubianAngie D'ailleurs j'ai jamais compris ce délire de vouloir poster partout leurs actions en photos. 😑
2196,,1006094447824826368,@NubianAngie Voilà. Donc remigration massive et laissons l'Afrique s'aider elle même.
2197,N,1006089598781583360,@NubianAngie arrête de considérer les Africains comme des animaux  ! merci d'avance car la tu provoques le malaise !
2198,N,1006082165153640448,@NubianAngie Moi je pense au contraire que ça peut permettre de dénoncer certaine chose si les photos et les descriptions sont bien choisis ☺️
2199,N,1006079440546353152,"@NubianAngie Cque t'as ps compris c qu'en voyage humanitaire t'es ni noir, ni blanc, t'es HUMAIN. Rations restreintes, constructions de maisons sous 45degres chq jours, vie avec les locaux. On est tous au même niveau. Fais en une un jour et tu verras peut"
2200,H,1006077507286728704,@NubianAngie Ba écoute on va arrêter de t’envoyer des aides et on va te laisser crever de faim connasse.
2201,N,1006077005195042816,@NubianAngie Les photos de l'Unicef vous dérangent ? Pourtant l'Unicef n'emploie que des locaux !!!
2202,H,1006076578223226880,@NubianAngie Et vous arrêtez de vous faire prendre en photo et de venir faire les victimes ensuite. Vous etes grotesque
2203,H,1006072151277998080,@NubianAngie En plus beaucoup de ces soit-disant aides humanitaires là sont des sangsues cachées venues espionner et piller l’Afrique ou encore violer ou sodomiser nos enfants . Moi j’aide partout où on a besoin quand je peux mais pas besoin de l’afficher
2204,N,1006071087669698560,@NubianAngie Vous faites quoi vous à part allez cherche vos tissage et faire des thread sur black Panther ? Laisser les gens faites des photos s’ils veulent ils ont bien raison d’être fier d’eux s’il aide et de le montrer . Je préfère voir leur photo que 
2205,N,1006110414873219073,"@BoummMinaj @NubianAngie Je réitère, reste dans le domaine de la tv réalité tu te ridiculise"
2206,N,1006071077229989889,"@NubianAngie Vos tweets n'ont aucune crédibilité de toute manière... Les gens prennent du temps pour aller aider les autres mais vous les insulter et les rabaissé aux yeux des gens... Si ils ne bougent pas, qui bougera? Les photos des particuliers sont bi"
2207,,1006068894413606912,"@NubianAngie Moi je propose aux blancs de ne plus aller en Afrique histoire de ne plus avoir de mécontentement de ces gens là, on va les aider ça leur plaît pas donc autant rester chez nous"
2208,,1006067826237591552,@NubianAngie toute façon l’afrique est entrain de se faire racheter par les chinois pendant que vous êtes toujours choquer de pas avoir la même couleur de peau non?
2209,,1006067436003700737,"@NubianAngie Les noirs en Afrique, merci de cesser de crever de faim, on aurait pas a envoyer des white savior"
2210,N,1006065702502109184,@NubianAngie Et toi ? Qu'as tu fait pour ton peuple ?
2211,N,1006063440249712640,@NubianAngie Pourquoi tu différencie les gens en fonction de leur couleur comme ça ? Ya que des blancs qui se prennent en photo avec des enfants ? Mdr j'en ai marre de vous les vengeurs masqués la qui ont toujours quelque chose à dire et à critiquer
2212,N,1006062471919087616,@NubianAngie https://t.co/7CZADPmChL
2213,N,1006062417904881664,@NubianAngie Tu sais que ce genre de photo inspire et donne envie au gens d'aider ? car si personne le faisais personne n'irais dans ces pays la !
2214,,1006062012890341377,@NubianAngie T es pote avec Diallo toi ? Encore une victime de sa négritude. ...c est d un chiant ces remarques de merde.....
2215,N,1006061605459767296,@NubianAngie Ben comme ça d'autre gens sont tentés d'aider aussi au pire
2216,N,1006061197215649792,"@NubianAngie Si on commence à douter de tt le monde on avancera pas. Les médias ne parlent pas des problèmes dans les pays pauvres, ou très peu, alors il faut bien que les réseaux sociaux s’en chargent. À toi de savoir discerner les intentions dans chaque"
2217,N,1006060981934575616,"@NubianAngie Ben si c'est pas des ""trophées paternalistes"" ils peuvent non? Y a un soucis dans ta phrase"
2218,N,1006059391529996288,"@NubianAngie @daamnyourass « L'amour est patient, il est plein de bonté; l'amour n'est pas envieux; l'amour ne se vante pas, il ne s'enfle pas d'orgueil, 5 il ne fait rien de malhonnête, il ne cherche pas son intérêt, il ne s'irrite pas, il ne soupçonne p"
2219,N,1006056431542554625,@NubianAngie Vous faites le jeu du Front National
2220,N,1006055576525262850,@NubianAngie A chaque fois ce sont des polémiques débiles et puériles. Les personnes sur place ne pense heureusement pas comme toi. Continuons à aider ses gens qui souffre et les gens comme toi et ben on les emm...des. Et en faite ..... « cheese » souriez
2221,,1006055304688291840,@NubianAngie Elle a raison. On ne devrait plus allez les aider. On devrait même leur renvoyer leurs boulets qu'on se traine chez nous...
2222,N,1006054749764976640,"@NubianAngie Eh les blancs, arrêtez d'aller en Afrique et laissez les se demerder. L'assistanat est un cercle vicieux."
2223,N,1006051742633680897,@NubianAngie Penser ça en 2018 polémiquer sur ce sujet c est grave ça en dit long sur le degré de débilité de personnes qui se disent « opprimées » !!! C est juste honteux indécent de la part de « blacks » qui vivent bien en Europe qui font semblant de se
2224,N,1006049127917113344,@NubianAngie Bah allez y vous même putain alors ?
2225,N,1006050504122789889,"@Gattinov @NubianAngie Pas l’temps, trop de white tears à boire ici."
